,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
429,H00021,2021-08-10,0,15,0,0,0
430,H00021,2021-08-11,0,15,0,0,0
431,H00021,2021-08-12,0,15,0,0,0
432,H00021,2021-08-13,0,15,0,0,0
433,H00021,2021-08-14,0,15,0,0,0
434,H00021,2021-08-15,0,15,0,0,0
435,H00021,2021-08-16,0,15,0,0,0
436,H00021,2021-08-17,0,15,0,0,0
437,H00021,2021-08-18,0,15,0,0,0
438,H00021,2021-08-19,0,15,0,0,0
439,H00021,2021-08-20,0,15,0,0,0
440,H00021,2021-08-21,0,15,0,0,0
441,H00022,2021-08-01,0,20,10,0,0
442,H00022,2021-08-02,0,20,10,0,0
443,H00022,2021-08-03,0,20,10,0,0
444,H00022,2021-08-04,0,20,10,0,0
445,H00022,2021-08-05,0,20,10,0,0
446,H00022,2021-08-06,0,20,10,0,0
447,H00022,2021-08-07,0,20,10,0,0
448,H00022,2021-08-08,0,20,10,0,0
449,H00022,2021-08-09,0,20,10,0,0
450,H00022,2021-08-10,0,20,10,0,0
451,H00022,2021-08-11,0,20,10,0,0
452,H00022,2021-08-12,0,20,10,0,0
453,H00022,2021-08-13,0,20,10,0,0
454,H00022,2021-08-14,0,20,10,0,0
455,H00022,2021-08-15,0,20,10,0,0
456,H00022,2021-08-16,0,20,10,0,0
457,H00022,2021-08-17,0,20,10,0,0
458,H00022,2021-08-18,0,20,10,0,0
459,H00022,2021-08-19,0,20,10,0,0
460,H00022,2021-08-20,0,20,10,0,0
461,H00022,2021-08-21,0,20,10,0,0
462,H00023,2021-08-01,0,0,0,3,0
463,H00023,2021-08-02,0,0,0,3,0
464,H00023,2021-08-03,0,0,0,3,0
465,H00023,2021-08-04,0,0,0,3,0
466,H00023,2021-08-05,0,0,0,3,0
467,H00023,2021-08-06,0,0,0,3,0
468,H00023,2021-08-07,0,0,0,3,0
469,H00023,2021-08-08,0,0,0,3,0
470,H00023,2021-08-09,0,0,0,3,0
471,H00023,2021-08-10,0,0,0,3,0
472,H00023,2021-08-11,0,0,0,3,0
473,H00023,2021-08-12,0,0,0,3,0
474,H00023,2021-08-13,0,0,0,3,0
475,H00023,2021-08-14,0,0,0,3,0
476,H00023,2021-08-15,0,0,0,3,0
477,H00023,2021-08-16,0,0,0,3,0
478,H00023,2021-08-17,0,0,0,3,0
479,H00023,2021-08-18,0,0,0,3,0
480,H00023,2021-08-19,0,0,0,3,0
481,H00023,2021-08-20,0,0,0,3,0
482,H00023,2021-08-21,0,0,0,3,0
483,H00024,2021-08-01,2,36,0,0,0
484,H00024,2021-08-02,2,36,0,0,0
485,H00024,2021-08-03,2,36,0,0,0
486,H00024,2021-08-04,2,36,0,0,0
487,H00024,2021-08-05,2,36,0,0,0
488,H00024,2021-08-06,2,36,0,0,0
489,H00024,2021-08-07,2,36,0,0,0
490,H00024,2021-08-08,2,36,0,0,0
491,H00024,2021-08-09,2,36,0,0,0
492,H00024,2021-08-10,2,36,0,0,0
493,H00024,2021-08-11,2,36,0,0,0
494,H00024,2021-08-12,2,36,0,0,0
495,H00024,2021-08-13,2,36,0,0,0
496,H00024,2021-08-14,2,36,0,0,0
497,H00024,2021-08-15,2,36,0,0,0
498,H00024,2021-08-16,2,36,0,0,0
499,H00024,2021-08-17,2,36,0,0,0
500,H00024,2021-08-18,2,36,0,0,0
501,H00024,2021-08-19,2,36,0,0,0
502,H00024,2021-08-20,2,36,0,0,0
503,H00024,2021-08-21,2,36,0,0,0
504,H00025,2021-08-01,1,20,0,0,0
505,H00025,2021-08-02,1,20,0,0,0
506,H00025,2021-08-03,1,20,0,0,0
507,H00025,2021-08-04,1,20,0,0,0
508,H00025,2021-08-05,1,20,0,0,0
509,H00025,2021-08-06,1,20,0,0,0
510,H00025,2021-08-07,1,20,0,0,0
511,H00025,2021-08-08,1,20,0,0,0
512,H00025,2021-08-09,1,20,0,0,0
513,H00025,2021-08-10,1,20,0,0,0
514,H00025,2021-08-11,1,20,0,0,0
515,H00025,2021-08-12,1,20,0,0,0
516,H00025,2021-08-13,1,20,0,0,0
517,H00025,2021-08-14,1,20,0,0,0
518,H00025,2021-08-15,1,20,0,0,0
519,H00025,2021-08-16,1,20,0,0,0
520,H00025,2021-08-17,1,20,0,0,0
521,H00025,2021-08-18,1,20,0,0,0
522,H00025,2021-08-19,1,20,0,0,0
523,H00025,2021-08-20,1,20,0,0,0
524,H00025,2021-08-21,1,20,0,0,0
525,H00026,2021-08-01,92,12,0,0,0
526,H00026,2021-08-02,92,12,0,0,0
527,H00026,2021-08-03,92,12,0,0,0
528,H00026,2021-08-04,92,12,0,0,0
529,H00026,2021-08-05,92,12,0,0,0
530,H00026,2021-08-06,92,12,0,0,0
531,H00026,2021-08-07,92,12,0,0,0
532,H00026,2021-08-08,92,12,0,0,0
533,H00026,2021-08-09,92,12,0,0,0
534,H00026,2021-08-10,92,12,0,0,0
535,H00026,2021-08-11,92,12,0,0,0
536,H00026,2021-08-12,92,12,0,0,0
537,H00026,2021-08-13,92,12,0,0,0
538,H00026,2021-08-14,92,12,0,0,0
539,H00026,2021-08-15,92,12,0,0,0
540,H00026,2021-08-16,92,12,0,0,0
541,H00026,2021-08-17,92,12,0,0,0
542,H00026,2021-08-18,92,12,0,0,0
543,H00026,2021-08-19,92,12,0,0,0
544,H00026,2021-08-20,92,12,0,0,0
545,H00026,2021-08-21,92,12,0,0,0
546,H00027,2021-08-01,0,0,7,16,0
547,H00027,2021-08-02,0,0,7,16,0
548,H00027,2021-08-03,0,0,7,16,0
549,H00027,2021-08-04,0,0,7,16,0
550,H00027,2021-08-05,0,0,7,16,0
551,H00027,2021-08-06,0,0,7,15,0
552,H00027,2021-08-07,0,0,7,13,0
553,H00027,2021-08-08,0,0,7,13,0
554,H00027,2021-08-09,0,0,7,11,0
555,H00027,2021-08-10,0,0,7,10,0
556,H00027,2021-08-11,0,0,7,16,0
557,H00027,2021-08-12,0,0,7,16,0
558,H00027,2021-08-13,0,0,7,16,0
559,H00027,2021-08-14,0,0,7,16,0
560,H00027,2021-08-15,0,0,7,16,0
561,H00027,2021-08-16,0,0,7,16,0
562,H00027,2021-08-17,0,0,7,16,0
563,H00027,2021-08-18,0,0,7,16,0
564,H00027,2021-08-19,0,0,7,16,0
565,H00027,2021-08-20,0,0,7,16,0
566,H00027,2021-08-21,0,0,7,16,0
567,H00028,2021-08-01,0,20,0,0,0
568,H00028,2021-08-02,0,20,0,0,0
569,H00028,2021-08-03,0,20,0,0,0
570,H00028,2021-08-04,0,20,0,0,0
571,H00028,2021-08-05,0,20,0,0,0
572,H00028,2021-08-06,0,20,0,0,0
573,H00028,2021-08-07,0,20,0,0,0
574,H00028,2021-08-08,0,20,0,0,0
575,H00028,2021-08-09,0,20,0,0,0
576,H00028,2021-08-10,0,20,0,0,0
577,H00028,2021-08-11,0,20,0,0,0
578,H00028,2021-08-12,0,20,0,0,0
579,H00028,2021-08-13,0,20,0,0,0
580,H00028,2021-08-14,0,20,0,0,0
581,H00028,2021-08-15,0,20,0,0,0
582,H00028,2021-08-16,0,20,0,0,0
583,H00028,2021-08-17,0,20,0,0,0
584,H00028,2021-08-18,0,20,0,0,0
585,H00028,2021-08-19,0,20,0,0,0
586,H00028,2021-08-20,0,20,0,0,0
587,H00028,2021-08-21,0,20,0,0,0
588,H00029,2021-08-01,0,4,2,0,0
589,H00029,2021-08-02,0,4,2,0,0
590,H00029,2021-08-03,0,4,2,0,0
591,H00029,2021-08-04,0,4,2,0,0
592,H00029,2021-08-05,0,4,2,0,0
593,H00029,2021-08-06,0,4,2,0,0
594,H00029,2021-08-07,0,4,2,0,0
595,H00029,2021-08-08,0,4,2,0,0
596,H00029,2021-08-09,0,4,2,0,0
597,H00029,2021-08-10,0,4,2,0,0
598,H00029,2021-08-11,0,4,2,0,0
599,H00029,2021-08-12,0,4,2,0,0
600,H00029,2021-08-13,0,4,2,0,0
601,H00029,2021-08-14,0,4,2,0,0
602,H00029,2021-08-15,0,4,2,0,0
603,H00029,2021-08-16,0,4,2,0,0
604,H00029,2021-08-17,0,4,2,0,0
